bet_number,game_date,season_type,season_type_text,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,display_team,actual_winner,result,skip_reason,skip_reason_label,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,american_odds_text,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after,placed
82,2026-03-31,2,Regular,OTT at FLA,3-6,skip,home,FLA,nan,nan,FLA,SKIP,below_min_model_prob,Below Min Model Prob,45.55659601363974,37.75769296549184,39.52569169960474,6.030904314035,7.7989030481479,153,+153,2.53,0.0,0.0,0.0,0.0,1031.3459632288552,False
83,2026-03-31,2,Regular,NJD at NYR,1-4,home,home,NYR,NYR,NYR,NYR,WIN,nan,Nan,51.756809023026015,46.37162382037098,48.54368932038835,3.2131197026376603,5.38518520265504,106,+106,2.06,6.24436470512603,3.12218235256301,32.200501657802384,34.13253175727053,1065.4784949861255,True
84,2026-03-31,2,Regular,MTL at TBL,4-1,skip,away,MTL,nan,nan,MTL,SKIP,below_min_model_prob,Below Min Model Prob,44.09278461103078,39.17629331993972,40.81632653061224,3.2764580804185304,4.91649129109105,145,+145,2.45,0.0,0.0,0.0,0.0,1065.4784949861255,False
85,2026-04-01,2,Regular,VAN at COL,8-6,skip,,,nan,nan,VAN,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1065.4784949861255,False
86,2026-04-01,2,Regular,ANA at SJS,3-4,skip,,,nan,nan,SJS,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1065.4784949861255,False
87,2026-04-02,2,Regular,CBJ at CAR,1-5,skip,,,nan,nan,CAR,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1065.4784949861255,False
88,2026-04-02,2,Regular,WPG at DAL,0-3,skip,away,WPG,nan,nan,DAL,SKIP,below_min_edge,Below Min Edge,45.56034773153615,41.579032519009864,43.47826086956521,2.08208686197093,3.9813152125262903,130,+130,2.3,0.0,0.0,0.0,0.0,1065.4784949861255,False
89,2026-04-02,2,Regular,CHI at EDM,1-3,skip,away,CHI,nan,nan,EDM,SKIP,below_min_model_prob,Below Min Model Prob,40.70393562091846,33.19468884978402,34.72222222222222,5.9817133986962405,7.50924677113443,188,+188,2.88,0.0,0.0,0.0,0.0,1065.4784949861255,False
90,2026-04-02,2,Regular,BOS at FLA,1-2,skip,home,FLA,nan,nan,FLA,SKIP,below_min_edge,Below Min Edge,44.06076353420288,39.98203054806828,41.66666666666667,2.3940968675362098,4.0787329861346,140,+140,2.4,0.0,0.0,0.0,0.0,1065.4784949861255,False
91,2026-04-02,2,Regular,VAN at MIN,2-5,skip,away,VAN,nan,nan,MIN,SKIP,below_min_edge,Below Min Edge,22.752581126736608,21.19920474741694,22.12389380530973,0.62868732142687,1.55337637931967,352,+352,4.52,0.0,0.0,0.0,0.0,1065.4784949861255,False
92,2026-04-02,2,Regular,TOR at SJS,1-4,skip,,,nan,nan,SJS,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1065.4784949861255,False
93,2026-04-02,2,Regular,PIT at TBL,3-6,skip,,,nan,nan,TBL,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1065.4784949861255,False
94,2026-04-02,2,Regular,CGY at VGK,3-6,skip,,,nan,nan,VGK,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1065.4784949861255,False
95,2026-04-03,2,Regular,STL at ANA,6-2,away,away,STL,STL,STL,STL,WIN,nan,Nan,49.88608753187412,43.87555297701065,45.87155963302752,4.01452789884659,6.01053455486346,118,+118,2.18,7.41667018600473,3.70833509300236,39.51151293796394,46.62358526679744,1112.102080252923,True
96,2026-04-03,2,Regular,PHI at NYI,4-1,skip,,,nan,nan,PHI,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1112.102080252923,False
97,2026-04-04,2,Regular,CGY at ANA,5-3,skip,away,CGY,nan,nan,CGY,SKIP,below_min_edge,Below Min Edge,45.97417516186256,42.20822725445531,44.05286343612334,1.9213117257392098,3.76594790740725,127,+127,2.27,0.0,0.0,0.0,0.0,1112.102080252923,False
98,2026-04-04,2,Regular,NYI at CAR,3-4,skip,home,CAR,nan,nan,CAR,SKIP,below_min_edge,Below Min Edge,75.37421867597264,69.10155516482016,72.37569060773481,2.99852806823783,6.272663511152481,-262,-262,1.381679389312977,0.0,0.0,0.0,0.0,1112.102080252923,False
99,2026-04-04,2,Regular,WPG at CBJ,2-1,skip,,,nan,nan,WPG,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1112.102080252923,False
100,2026-04-04,2,Regular,COL at DAL,2-0,skip,away,COL,nan,nan,COL,SKIP,below_min_edge,Below Min Edge,55.1493678404005,52.39223627237672,54.75113122171946,0.39823661868103,2.75713156802377,-121,-121,1.8264462809917357,0.0,0.0,0.0,0.0,1112.102080252923,False
101,2026-04-04,2,Regular,VGK at EDM,5-1,skip,,,nan,nan,VGK,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1112.102080252923,False
